timestamp,level,server_name,client_ip,http_method,endpoint,http_status,response_time_ms,user_agent,message
2025-01-15 09:25:00,INFO,db-server-01,192.168.1.97,POST,/api/health,200,76,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,POST request to /api/health completed with status 200
2025-01-15 09:25:30,WARNING,app-server-01,192.168.1.187,DELETE,/api/products,401,16,Firefox/121.0,DELETE request to /api/products completed with status 401
2025-01-15 09:26:00,INFO,db-server-01,192.168.1.218,PUT,/api/reports,200,60,Firefox/121.0,PUT request to /api/reports completed with status 200
2025-01-15 09:26:30,INFO,db-server-01,192.168.1.187,DELETE,/api/health,200,123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/health completed with status 200
2025-01-15 09:27:00,DEBUG,app-server-01,192.168.1.44,DELETE,/api/reports,200,62,Chrome/120.0.0.0 Safari/537.36,DELETE request to /api/reports completed with status 200
2025-01-15 09:27:30,INFO,app-server-01,192.168.1.226,POST,/api/login,200,27,Chrome/120.0.0.0 Safari/537.36,POST request to /api/login completed with status 200
2025-01-15 09:28:00,INFO,web-server-01,192.168.1.254,POST,/api/login,200,12,PostmanRuntime/7.0.0,POST request to /api/login completed with status 200
2025-01-15 09:28:30,WARNING,app-server-01,192.168.1.126,DELETE,/api/health,401,63,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/health completed with status 401
2025-01-15 09:29:00,ERROR,web-server-01,192.168.1.244,GET,/api/login,500,178,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,GET request to /api/login completed with status 500
2025-01-15 09:29:30,INFO,web-server-01,192.168.1.229,PUT,/api/health,200,64,PostmanRuntime/7.0.0,PUT request to /api/health completed with status 200
2025-01-15 09:30:00,INFO,web-server-01,192.168.1.94,GET,/api/orders,200,32,Firefox/121.0,GET request to /api/orders completed with status 200
2025-01-15 09:30:30,INFO,db-server-01,192.168.1.198,POST,/api/reports,200,83,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,POST request to /api/reports completed with status 200
2025-01-15 09:31:00,INFO,app-server-01,192.168.1.190,DELETE,/api/reports,200,78,Chrome/120.0.0.0 Safari/537.36,DELETE request to /api/reports completed with status 200
2025-01-15 09:31:30,DEBUG,app-server-01,192.168.1.183,PUT,/api/payment,200,47,Chrome/120.0.0.0 Safari/537.36,PUT request to /api/payment completed with status 200
2025-01-15 09:32:00,DEBUG,web-server-01,192.168.1.144,DELETE,/api/search,200,48,PostmanRuntime/7.0.0,DELETE request to /api/search completed with status 200
2025-01-15 09:32:30,INFO,app-server-01,192.168.1.171,GET,/api/search,200,50,Firefox/121.0,GET request to /api/search completed with status 200
2025-01-15 09:33:00,WARNING,app-server-01,192.168.1.174,DELETE,/api/health,401,37,Firefox/121.0,DELETE request to /api/health completed with status 401
2025-01-15 09:33:30,WARNING,db-server-01,192.168.1.168,DELETE,/api/users,404,125,PostmanRuntime/7.0.0,DELETE request to /api/users completed with status 404
2025-01-15 09:34:00,DEBUG,db-server-01,192.168.1.233,DELETE,/api/reports,200,131,PostmanRuntime/7.0.0,DELETE request to /api/reports completed with status 200
2025-01-15 09:34:30,INFO,db-server-01,192.168.1.131,PUT,/api/reports,200,120,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,PUT request to /api/reports completed with status 200
2025-01-15 09:35:00,INFO,web-server-01,192.168.1.77,GET,/api/reports,200,46,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,GET request to /api/reports completed with status 200
2025-01-15 09:35:30,DEBUG,app-server-01,192.168.1.185,POST,/api/health,200,80,Firefox/121.0,POST request to /api/health completed with status 200
2025-01-15 09:36:00,DEBUG,web-server-01,192.168.1.213,POST,/api/login,200,21,Chrome/120.0.0.0 Safari/537.36,POST request to /api/login completed with status 200
2025-01-15 09:36:30,ERROR,db-server-01,192.168.1.64,GET,/api/users,500,164,Chrome/120.0.0.0 Safari/537.36,GET request to /api/users completed with status 500
2025-01-15 09:37:00,INFO,db-server-01,192.168.1.244,PUT,/api/search,200,101,Firefox/121.0,PUT request to /api/search completed with status 200
2025-01-15 09:37:30,INFO,app-server-01,192.168.1.32,GET,/api/reports,200,10,Chrome/120.0.0.0 Safari/537.36,GET request to /api/reports completed with status 200
2025-01-15 09:38:00,INFO,app-server-01,192.168.1.69,POST,/api/search,200,69,Chrome/120.0.0.0 Safari/537.36,POST request to /api/search completed with status 200
2025-01-15 09:38:30,INFO,db-server-01,192.168.1.115,POST,/api/products,200,93,PostmanRuntime/7.0.0,POST request to /api/products completed with status 200
2025-01-15 09:39:00,INFO,web-server-01,192.168.1.166,DELETE,/api/search,200,57,Chrome/120.0.0.0 Safari/537.36,DELETE request to /api/search completed with status 200
2025-01-15 09:39:30,INFO,web-server-01,192.168.1.64,DELETE,/api/login,200,21,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,DELETE request to /api/login completed with status 200
